2010-11-28 19:43:22 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 684]
2010-11-28 22:53:33 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 59]
2010-11-28 22:53:33 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 60]
2010-11-28 22:53:33 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 61]
2010-11-28 22:53:57 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 57]
2010-11-28 22:53:57 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 58]
2010-11-28 22:53:57 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 59]
2010-11-28 22:53:57 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 60]
2010-11-28 22:57:12 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 37]
2010-11-28 22:57:12 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 60]
2010-11-28 22:57:12 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 61]
2010-11-28 22:57:12 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 62]
2010-11-28 22:57:52 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 61]
2010-11-28 22:57:52 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 62]
2010-11-28 22:57:52 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 63]
2010-11-29 00:14:20 Notice: Notice (8): Undefined variable: db in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/models/log_entry.php, line 35]
2010-11-29 00:14:21 Notice: Notice (8): Undefined variable: db in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/models/log_entry.php, line 35]
2010-11-29 00:15:16 Notice: Notice (8): Undefined variable: projects in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/models/log_entry.php, line 38]
2010-11-29 00:21:48 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 00:22:39 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 00:30:55 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 00:31:50 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 00:32:30 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 00:32:56 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 00:34:18 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 00:52:58 Notice: Notice (8): Undefined index: values in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 74]
2010-11-29 01:07:42 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 01:07:59 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 01:09:26 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 01:09:50 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 01:10:08 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 01:13:02 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 01:15:03 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 03:34:23 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 03:36:37 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 03:36:50 Notice: Notice (8): Undefined index: type in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/view/helpers/form.php, line 733]
2010-11-29 03:44:29 Notice: Notice (8): Undefined index: name in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/imports/index.ctp, line 7]
2010-11-29 03:44:53 Notice: Notice (8): Trying to get property of non-object in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 33]
2010-11-29 03:48:45 Notice: Notice (8): Trying to get property of non-object in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 33]
2010-11-29 03:48:49 Notice: Notice (8): Trying to get property of non-object in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 33]
2010-11-29 03:50:58 Notice: Notice (8): Trying to get property of non-object in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 33]
2010-11-29 03:59:11 Notice: Notice (8): Trying to get property of non-object in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 33]
2010-11-29 03:59:51 Notice: Notice (8): Trying to get property of non-object in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 33]
2010-11-29 04:00:04 Notice: Notice (8): Trying to get property of non-object in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 33]
2010-11-29 04:01:12 Notice: Notice (8): Trying to get property of non-object in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 33]
2010-11-29 04:01:15 Notice: Notice (8): Trying to get property of non-object in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 33]
